Red,Black,Orange,Yellow,Green,Blue,Purple,Brown,White
0,-1.996058437,-6.424716983,-4.83753903,-6.212434145,-3.375608094,-3.52140512,-2.662463908,-3.666843768
0,6.298684706,0.89679598,-0.950262003,1.165791042,-0.971226564,-1.108789541,0.822594432,1.558786946
0,10.2426774,2.840612887,-1.352179614,3.627281969,2.714526272,6.559305,4.034193531,4.887315365
0,5.220188601,-1.464777741,-1.157462425,1.007620993,2.358944046,-0.025907962,1.160487566,6.114072457
0,4.318622182,-1.350064547,-3.017832598,2.725160743,3.610817629,-0.720955056,4.440672905,0.449174691
0,4.090907393,-2.268047808,-4.127676544,-0.482971108,1.862894636,-1.937326034,-1.913744636,-3.709423256
0,2.442866361,-1.675952365,-2.885904972,3.080387596,4.838424116,6.90225205,3.614406347,-3.629083276
0,-1.019098028,0.984034117,-1.981588494,-3.726387755,-2.687804447,-2.413883533,-2.77538411,-1.215318182
0,3.044646955,-2.667898045,-2.500054749,-0.993467532,-0.14708354,-0.99459157,-0.967050662,-0.546006975
0,9.829144142,-2.67836983,-3.481251654,2.979375687,4.607853563,3.987600418,6.646092705,-0.946264448
0,5.415371792,-0.382512797,-1.93537925,1.438881041,3.882927136,5.614379356,5.545718145,2.696781108
0,11.20082974,-0.41034236,0.435499629,3.80360736,6.787616714,4.230451383,2.740198048,3.805024491
0,-2.963773437,0.156251267,0.56035337,-0.608308953,0.484927007,1.935884864,-0.897179377,1.519079775
0,-1.613390867,-0.298270567,0.699163178,1.802807243,-1.045513094,-0.017633323,2.798932955,-0.613909731
0,-3.596280648,-4.554795154,-3.737172724,-1.56715219,1.218590854,0.669568821,-0.095272108,-5.666947029
0,3.347689299,1.441283173,1.250695824,0.832797339,-2.167160253,-0.337253258,3.997167633,2.813862617
0,4.135053585,-1.628701435,-4.202321386,-0.541213262,2.053607658,5.685747512,7.231287816,1.113349768
0,-4.602683117,-0.457266264,-1.165034963,-3.981657868,-2.352794839,1.907296122,0.851326803,-1.71892704
0,0.049568699,-3.041927225,-6.55909297,-1.490473666,-1.937539333,-1.374421735,2.485949546,-7.387170272
0,5.166964512,-0.196490682,-1.722768319,1.436597313,3.264077327,8.117313272,3.576301807,0.967568004
0,4.330102404,-1.490448162,-2.338777995,-2.834570752,1.088790686,1.824950029,-1.769647119,-3.109991679
0,-0.672433317,3.231915916,1.123314221,1.432700565,2.495901657,2.104577147,2.211435391,0.609315648
0,2.905503347,1.482241204,-0.322300921,1.068668076,-1.137884514,0.37750076,2.603485729,0.36203256
0,10.00694691,-0.760670192,-2.630294232,1.4349899,3.115714901,-0.756976854,3.632090984,1.899148295
0,1.395605991,-1.312077742,-2.813220274,1.203535024,0.334644143,1.6085312,2.111489383,-0.619588181
0,0.367144421,-3.081514049,0.1127344,3.138354689,2.9848405,2.562738683,-0.8480672,-3.401162733
0,1.823634576,2.308039879,0.171359831,1.641235793,1.782598607,3.002044247,1.320168943,1.066793919
0,0.035488655,-0.903823473,4.606938522,1.582935665,4.478108142,4.461007971,-1.68565823,1.853576085
0,5.751803587,-3.937820392,-4.55671521,0.274824907,1.499258199,3.892880158,6.782854534,-1.930529984
0,-1.065083868,2.193428885,1.747295295,-1.600000111,-2.163102511,2.912389684,-2.357569599,2.854419375
0,-0.10110944,-0.945475366,-1.521212951,-0.615664658,-0.267014927,-1.599117914,-1.160838281,-1.359985207
0,0.427765123,-2.188243326,-1.871233759,-3.156126201,-0.871391428,-2.273667946,-1.365545141,0.096112163
0,4.470788408,1.152722875,1.719318538,2.178491773,1.919197372,2.774070895,-0.479878555,2.309282279
0,2.49054837,-0.566362911,-0.464517933,-0.020960354,1.045431916,1.087918179,1.253137905,2.612179286
0,6.947316248,-4.17265536,-4.41493301,-1.56013283,3.342242086,-0.87772439,0.236649988,-0.768567552
0,4.305859525,-1.319001846,-3.629461688,0.447241769,0.593964489,4.57444976,4.678982415,-1.109237586
0,2.347478929,-1.780213916,-2.247213467,2.028280496,0.620319975,-1.458398577,-0.597240232,2.367230444
0,0.672288533,3.765969649,2.973210621,4.65018415,2.55249807,8.616033447,2.821946592,6.511775425
0,0.650260238,0.322472781,2.865483578,2.374285319,5.839608728,6.16298817,-0.0413136,-0.963786676
0,1.707422209,-4.344352563,-2.405958584,-1.010033382,3.637738237,2.557958159,-0.084470974,-3.283736477
0,0.395955658,-2.141544507,-1.781535906,-1.768136656,0.030763933,0.152315492,-2.978795757,0.919185106
0,3.698212644,-5.025318307,-7.504850055,-4.648979401,-1.706844425,-1.318759404,1.901817469,-5.742025632
0,7.713523736,0.546757341,-1.467325231,2.350811435,3.01721055,6.236112335,2.642182832,3.642961216
0,7.522390406,-2.947604642,-3.647045338,-0.961867962,2.680167523,4.670556592,-0.247123437,1.469343183
0,6.421708426,-0.165721618,-0.032729181,0.552185183,1.370914473,2.944199851,2.679648659,5.12121988
0,6.739312669,1.334820493,-2.239680095,2.077894052,2.049591332,3.041043171,4.933302569,3.027174446
0,-3.679932395,1.685324191,1.900495072,-0.844597282,-2.386455328,-1.659619532,1.195158123,-4.397076391
0,0.564187313,-0.410500311,0.482118314,0.400163034,1.473823502,0.981487612,1.384494575,2.518913622
0,7.068901551,1.336178225,-2.115902749,5.617244283,3.800645478,8.167260594,3.823405528,5.655170949
0,7.352959827,1.268070596,-2.633439948,7.810274828,3.368062228,4.243996956,3.801441243,3.338574285
0,-2.123136904,0.269472882,-1.714364028,3.638727612,0.980299427,2.890546581,0.743767719,-3.417981825
0,0.779526489,0.614291385,-3.856141102,0.66863022,-1.678623254,-1.072577431,5.350980786,-2.360390122
0,1.018467854,-0.022189159,-0.752287891,-4.502687729,-2.971675195,-2.49183194,-4.442460344,3.044579298
0,5.927430191,-0.255165236,1.300409657,3.126656623,6.367110819,3.516988524,1.32858176,3.722559516
0,10.75026183,-2.010082326,-2.296244907,4.433313045,5.397393439,3.065936555,5.281980844,1.993472476
0,9.509227449,-0.911449177,-3.530114333,1.12683222,2.046654513,2.74250485,2.89514098,3.092248217
0,4.427165424,0.92785185,-1.196272493,-2.310914844,0.099082649,-3.367682081,-2.28680115,1.655252646
0,-3.384371481,2.396231209,2.200653612,0.41889192,3.08319137,2.761595749,-1.337152855,2.71464467
0,3.626788033,-1.718055641,-1.882224108,5.724072988,1.625056863,1.134818704,5.70856269,-1.102430568
0,4.104109914,-1.115012099,-0.970770684,2.243866008,1.265802514,3.932374382,6.465113444,-3.442687369
0,-1.500930737,-4.259041701,-2.410469224,-4.529693891,2.213034279,0.255684656,-3.561309293,-6.008413913
0,5.476862199,-0.423013081,0.008697732,2.231504203,4.733905189,1.096072956,1.980301393,0.764443822
0,8.686298888,-0.201607339,-0.096807857,0.596213698,2.29464118,1.701689042,3.840675005,1.875918353
0,-3.210135201,-0.103097661,-2.890512739,3.367668496,3.22526975,2.55112648,0.103861811,-5.52365039
0,7.183272977,-1.724878869,-0.263455519,3.824157966,4.903887719,3.07953026,1.912007865,0.879937151
0,-0.289138439,-2.630990388,-4.979700299,-2.929077442,-1.025213405,2.82784684,4.424345659,-0.332044508
0,2.720593661,-2.216874693,-3.33773,-1.676141338,2.698755859,-0.752809641,2.071841687,-0.973644056
0,11.74408862,0.727720344,-1.609955147,2.873616214,3.071171198,3.338660325,5.9530349,7.358050545
0,5.393002971,0.154466044,1.118016719,1.938556385,1.848834889,1.015425823,6.150226698,2.552621038
0,6.490026164,-0.338462939,1.018529948,3.163188319,5.568140471,8.722140648,4.17275596,4.888868406
0,0.165899311,-2.715307509,-0.076877341,-3.999801017,-0.984439071,-1.026047119,2.723174976,-3.770310878
0,7.143990134,-1.048819979,-2.052882074,-0.425566206,1.890953981,0.249139365,5.317011911,1.518386418
0,2.823713007,-1.135750742,-1.96860973,1.591415995,-0.150904038,1.845561544,0.64399859,0.236535139
0,2.751969098,-0.052067902,-1.702052387,2.067846201,5.156931958,5.466074134,2.170244023,3.762464394
0,3.027817484,-2.398480518,-2.680081013,5.688324845,3.083998168,2.179421345,3.455967173,-1.69348593
0,0.575916904,-1.957232379,-3.105063321,-1.646093106,-0.235471478,-2.235539299,0.305455527,4.312598898
0,6.819597539,3.936054193,1.519137707,8.048022552,3.068228251,3.409332587,5.505388791,3.368476061
0,3.316356314,-1.061848724,-2.183418561,0.940968669,3.093636311,6.228567513,-1.826621538,1.791375839
0,-1.504422578,-4.493206385,-2.833243283,-1.094779104,2.225442447,4.158547348,-0.155156417,-3.12252681
0,1.091380966,-2.946241017,-1.769320541,-0.265875985,1.147132848,1.117477324,-0.125190319,-0.377818295
0,-8.288887882,-3.830058364,-3.292531693,-5.413516087,-0.967600487,-1.377710069,-3.033884951,-6.620429067
0,-2.34181157,-3.098569271,-1.584169434,0.330982258,3.911270328,3.4437964,-3.220067712,-3.329334413
0,0.938522895,-4.316109481,-1.328387333,-0.678996839,0.415608368,2.200617473,1.854171451,-4.080304847
0,-5.892699652,-2.220788374,0.604118141,-1.744846408,1.837972432,0.801367727,-3.631494313,-6.460497712
0,7.419869764,-2.701191966,-0.744061912,-1.466366082,4.780088243,3.942056433,1.321721576,1.458989689
0,1.157093987,-0.388961698,-1.178082667,-0.23568149,0.971788979,4.474732171,1.270778421,3.820062067
0,2.226094439,-0.725074151,-3.700902917,-0.055570837,0.490577252,2.932460482,-0.446041835,1.035169017
0,-3.764370524,1.664142426,1.613869293,2.002535588,2.236873421,3.54030563,-1.306965081,-2.844378961
0,2.507110985,-1.267941557,-2.819356229,0.902848482,-0.940087705,-0.351980783,0.350647117,4.009900598
0,5.403623547,0.213057805,1.151015604,4.13465351,3.203488041,6.445221216,3.259656958,4.546452224
